Date,BTC-USD,ETH-USD,XRP-USD,BCH-USD,LTC-USD,EOS-USD,XTZ-USD,LINK-USD,XLM-USD,ADA-USD
2017-11-10,6618.14013671875,299.25299072265625,0.20648300647735596,1007.4199829101562,59.260101318359375,1.030650019645691,1.556839942932129,0.1876019984483719,0.033073000609874725,0.027118999511003494
2017-11-11,6357.60009765625,314.6809997558594,0.21042999625205994,1340.449951171875,62.30329895019531,1.1649800539016724,1.5833799839019775,0.17976999282836914,0.03305299952626228,0.02743699960410595
2017-11-12,5950.06982421875,307.9079895019531,0.1973389983177185,1388.8599853515625,59.005401611328125,1.0939699411392212,1.4764800071716309,0.17089800536632538,0.028181999921798706,0.023977000266313553
2017-11-13,6559.490234375,316.71600341796875,0.20344200730323792,1353.989990234375,61.39649963378906,1.178879976272583,1.4594600200653076,0.18307100236415863,0.0306560005992651,0.025807999074459076
2017-11-14,6635.75,337.6310119628906,0.20982499420642853,1273.530029296875,62.67959976196289,1.6742700338363647,1.5570800304412842,0.1881140023469925,0.03637399896979332,0.02622999995946884
2017-11-15,7315.5400390625,333.35699462890625,0.2129559963941574,1212.4000244140625,63.82360076904297,1.6668699979782104,1.6105200052261353,0.18613800406455994,0.037053000181913376,0.026444999501109123
2017-11-16,7871.68994140625,330.92401123046875,0.2271070033311844,900.7760009765625,71.0602035522461,1.6484299898147583,1.6600099802017212,0.16976100206375122,0.037234000861644745,0.027580000460147858
2017-11-17,7708.990234375,332.3940124511719,0.22658100724220276,1185.47998046875,67.56900024414062,1.7487800121307373,1.6540199518203735,0.15964899957180023,0.03557199984788895,0.025772999972105026
2017-11-18,7790.14990234375,347.61199951171875,0.22862699627876282,1254.530029296875,69.6436996459961,1.9278299808502197,1.6865999698638916,0.17087200284004211,0.03658299893140793,0.0263689998537302
2017-11-19,8036.490234375,354.385986328125,0.23101599514484406,1172.050048828125,71.58930206298828,1.8815499544143677,1.7243599891662598,0.1623540073633194,0.03656600043177605,0.028084000572562218
2017-11-20,8200.6396484375,366.7300109863281,0.23875899612903595,1236.010009765625,72.25279998779297,1.99399995803833,1.7479000091552734,0.1621830016374588,0.038120999932289124,0.02958099916577339
2017-11-21,8071.259765625,360.4010009765625,0.23327100276947021,1176.969970703125,70.0282974243164,1.9041600227355957,1.7216099500656128,0.15497200191020966,0.037668000906705856,0.02833000011742115
2017-11-22,8253.5498046875,380.6520080566406,0.23885899782180786,1303.31005859375,71.8927993774414,1.8852499723434448,2.3232200145721436,0.16851499676704407,0.042298998683691025,0.02854900062084198
2017-11-23,8038.77001953125,410.1659851074219,0.24240200221538544,1683.81005859375,73.22339630126953,1.8917299509048462,2.0216500759124756,0.16438399255275726,0.04053499922156334,0.02744399942457676
2017-11-24,8253.6904296875,474.9110107421875,0.2446420043706894,1648.510009765625,77.96829986572266,1.883470058441162,1.9759900569915771,0.1929209977388382,0.04019299894571304,0.02838199958205223
2017-11-25,8790.919921875,466.2760009765625,0.2523930072784424,1571.27001953125,88.81690216064453,2.0538198947906494,2.0302000045776367,0.18095900118350983,0.04363900050520897,0.03044700063765049
2017-11-26,9330.5498046875,471.3299865722656,0.24881799519062042,1735.6600341796875,85.92680358886719,2.4552900791168213,2.171570062637329,0.182888001203537,0.048895999789237976,0.03633200004696846
2017-11-27,9818.349609375,480.3550109863281,0.25392699241638184,1622.5699462890625,91.60269927978516,2.8616199493408203,2.1671299934387207,0.1841679960489273,0.059843000024557114,0.050592999905347824
2017-11-28,10058.7998046875,472.9020080566406,0.2991519868373871,1546.1800537109375,96.03379821777344,2.749030113220215,2.12568998336792,0.17642399668693542,0.08141499757766724,0.11974400281906128
